first_gene,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,pos9,pos10,pos11,pos12,pos13,pos14,pos15,pos16
yneM,0.0, , , , , , , , , , , , , , , 
ydeJ,-7.37478, , , , , , , , , , , , , , , 
ydfG,0.365184, , , , , , , , , , , , , , , 
ydfH,0.323401, , , , , , , , , , , , , , , 
ydfZ,0.349879, , , , , , , , , , , , , , , 
ydfK,0.0, , , , , , , , , , , , , , , 
pinQ,0.0, , , , , , , , , , , , , , , 
ynfO,0.286655,0.0, , , , , , , , , , , , , , 
cspF,0.0, , , , , , , , , , , , , , , 
ydfV,-4.03959, , , , , , , , , , , , , , , 
flxA,0.0, , , , , , , , , , , , , , , 
dicA,-6.92893, , , , , , , , , , , , , , , 
ydfA,0.0,-0.577837,0.0, , , , , , , , , , , , , 
dicF,0.0, , , , , , , , , , , , , , , 
dicB,0.0,0.382418,0.0,0.0,0.0, , , , , , , , , , , 
ynfB,0.382755,0.309851, , , , , , , , , , , , , , 
ynfD,0.0, , , , , , , , , , , , , , , 
ynfE,0.0,-0.249151,0.0,0.0,-0.484784, , , , , , , , , , , 
clcB,-4.90536, , , , , , , , , , , , , , , 
ynfM,0.0, , , , , , , , , , , , , , , 
asr,0.0, , , , , , , , , , , , , , , 
ydgU,0.0, , , , , , , , , , , , , , , 
ydgD,0.0, , , , , , , , , , , , , , , 
tqsA,0.405329, , , , , , , , , , , , , , , 
ydgH,0.422469, , , , , , , , , , , , , , , 
ydgI,-0.249072,0.0, , , , , , , , , , , , , , 
rstA,0.753412,-1.08102, , , , , , , , , , , , , , 
tus,0.0, , , , , , , , , , , , , , , 
manA,-0.914066, , , , , , , , , , , , , , , 
ydgA,0.0, , , , , , , , , , , , , , , 
malX,0.209367,0.0, , , , , , , , , , , , , , 
add,0.548039, , , , , , , , , , , , , , , 
blr,0.0, , , , , , , , , , , , , , , 
cnu,0.0, , , , , , , , , , , , , , , 
ydgK,0.0,-1.08554,-1.03677,0.51994,-1.56286,-0.400859,-0.420826,-0.0210443, , , , , , , , 
tppB,-0.440554, , , , , , , , , , , , , , , 
gstA,-0.390641, , , , , , , , , , , , , , , 
slyB,0.0, , , , , , , , , , , , , , , 
ydhI,0.0,0.0,0.526823, , , , , , , , , , , , , 
nemR,0.0,0.0,0.0, , , , , , , , , , , , , 
rnt,-4.82906,-0.275527, , , , , , , , , , , , , , 
mepH,0.355364, , , , , , , , , , , , , , , 
sodB,0.284957, , , , , , , , , , , , , , , 
purR,-0.527152, , , , , , , , , , , , , , , 
ydhC,0.0, , , , , , , , , , , , , , , 
cfa,0.412431, , , , , , , , , , , , , , , 
mdtK,-0.938957, , , , , , , , , , , , , , , 
valV,0.0,0.0, , , , , , , , , , , , , , 
ydhR,-0.397727, , , , , , , , , , , , , , , 
ydhS,0.0, , , , , , , , , , , , , , , 
pykF,-0.530711, , , , , , , , , , , , , , , 
lpp,-0.447974, , , , , , , , , , , , , , , 
ydiK,-0.805097, , , , , , , , , , , , , , , 
rprA,0.0, , , , , , , , , , , , , , , 
ydiL,0.0, , , , , , , , , , , , , , , 
ydiM,0.0, , , , , , , , , , , , , , , 
ydiN,0.0,-0.963722,-0.61946, , , , , , , , , , , , , 
ydiF,-8.1829,0.0, , , , , , , , , , , , , , 
ydiQ,0.285251,0.326567,0.0,0.0,0.0, , , , , , , , , , , 
ppsR,-0.500381, , , , , , , , , , , , , , , 
aroH,0.38054, , , , , , , , , , , , , , , 
ydiE,0.33318, , , , , , , , , , , , , , , 
arpB_1,0.0,0.0, , , , , , , , , , , , , , 
yniD,0.0, , , , , , , , , , , , , , , 
pfkB,0.0, , , , , , , , , , , , , , , 
ydiZ,0.0, , , , , , , , , , , , , , , 
yniA,0.0, , , , , , , , , , , , , , , 
yniC,0.0, , , , , , , , , , , , , , , 
ydjM,0.0, , , , , , , , , , , , , , , 
ydjN,0.0, , , , , , , , , , , , , , , 
katE,0.0, , , , , , , , , , , , , , , 
nadE,-1.13902, , , , , , , , , , , , , , , 
cho,0.0, , , , , , , , , , , , , , , 
xthA,0.319497, , , , , , , , , , , , , , , 
ydjX,0.0,0.0,0.0,0.0,0.0,0.257278,0.0, , , , , , , , , 
ynjE,-2.93177, , , , , , , , , , , , , , , 
nudG,-2.58933, , , , , , , , , , , , , , , 
gdhA,0.0, , , , , , , , , , , , , , , 
sppA,-0.552334, , , , , , , , , , , , , , , 
ansA,-0.44299,-0.234482, , , , , , , , , , , , , , 
gapA,-3.76875,-0.291843, , , , , , , , , , , , , , 
yeaG,0.0,0.0, , , , , , , , , , , , , , 
yeaI,-0.941273, , , , , , , , , , , , , , , 
yeaJ,-0.353487, , , , , , , , , , , , , , , 
yeaK,0.0, , , , , , , , , , , , , , , 
yeaL,0.403671, , , , , , , , , , , , , , , 
yeaN,0.273857, , , , , , , , , , , , , , , 
yeaO,0.0, , , , , , , , , , , , , , , 
yeaP,0.0, , , , , , , , , , , , , , , 
yoaK,0.0, , , , , , , , , , , , , , , 
yoaJ,0.0, , , , , , , , , , , , , , , 
dmlA,-0.247812, , , , , , , , , , , , , , , 
yeaV,0.378765,0.453017, , , , , , , , , , , , , , 
yeaX,0.0, , , , , , , , , , , , , , , 
yoaB,0.0, , , , , , , , , , , , , , , 
yoaC,0.0, , , , , , , , , , , , , , , 
pabB,-0.781676,0.0, , , , , , , , , , , , , , 
sdaA,-0.0954478, , , , , , , , , , , , , , , 
yoaD,0.721015, , , , , , , , , , , , , , , 
manX,-0.240938,-2.04262,0.0, , , , , , , , , , , , , 
yobD,0.0, , , , , , , , , , , , , , , 
mntP,0.0, , , , , , , , , , , , , , , 
yobH,0.0, , , , , , , , , , , , , , , 
yebQ,-11.6658, , , , , , , , , , , , , , , 
yebS,0.0,-0.927042, , , , , , , , , , , , , , 
rsmF,0.0, , , , , , , , , , , , , , , 
yebV,0.0, , , , , , , , , , , , , , , 
yebW,0.0, , , , , , , , , , , , , , , 
sraC,0.0, , , , , , , , , , , , , , , 
holE,-1.10267, , , , , , , , , , , , , , , 
yobB,-2.12397,0.324346, , , , , , , , , , , , , , 
purT,0.0, , , , , , , , , , , , , , , 
yebK,0.0, , , , , , , , , , , , , , , 
pykA,-0.757789, , , , , , , , , , , , , , , 
znuC,-2.39264,0.0162955, , , , , , , , , , , , , , 
yebB,0.0, , , , , , , , , , , , , , , 
yecD,0.0,0.0, , , , , , , , , , , , , , 
yecN,0.0,-0.509416,-0.281705, , , , , , , , , , , , , 
argS,-9.72656, , , , , , , , , , , , , , , 
yecT,0.34357, , , , , , , , , , , , , , , 
C0465,0.0, , , , , , , , , , , , , , , 
uspC,0.429979, , , , , , , , , , , , , , , 
ftnB,0.0, , , , , , , , , , , , , , , 
yecR,0.0, , , , , , , , , , , , , , , 
ftnA,-0.753989, , , , , , , , , , , , , , , 
tyrP,0.0, , , , , , , , , , , , , , , 
yecF,0.425824, , , , , , , , , , , , , , , 
fliD,0.0,0.268419,0.0, , , , , , , , , , , , , 
amyA,0.245566, , , , , , , , , , , , , , , 
yedE,-1.1337,0.0, , , , , , , , , , , , , , 
yedK,0.0, , , , , , , , , , , , , , , 
yedL,0.0, , , , , , , , , , , , , , , 
intG,0.487458, , , , , , , , , , , , , , , 
fliF,0.0416999,0.0,0.0,0.273959,0.0,0.0, , , , , , , , , , 
fliL,-0.179616,0.0,0.258744,-0.314509,0.0,-0.736626,-1.99683, , , , , , , , , 
rcsA,0.33789, , , , , , , , , , , , , , , 
yodD,0.0, , , , , , , , , , , , , , , 
yedP,-10.1648, , , , , , , , , , , , , , , 
yedA,0.0, , , , , , , , , , , , , , , 
rseX,0.0, , , , , , , , , , , , , , , 
yedS_1,0.0,-0.769351, , , , , , , , , , , , , , 
yedS_3,-0.847444, , , , , , , , , , , , , , , 
hchA,0.0, , , , , , , , , , , , , , , 
yedX,0.48684, , , , , , , , , , , , , , , 
yedY,-0.662926,0.0, , , , , , , , , , , , , , 
zinT,0.0, , , , , , , , , , , , , , , 
yodB,0.0, , , , , , , , , , , , , , , 
mtfA,0.0, , , , , , , , , , , , , , , 
asnT,0.0, , , , , , , , , , , , , , , 
yeeJ,0.0, , , , , , , , , , , , , , , 
shiA,0.259431, , , , , , , , , , , , , , , 
amn,0.0, , , , , , , , , , , , , , , 
yeeN,-2.76728, , , , , , , , , , , , , , , 
asnU,0.0, , , , , , , , , , , , , , , 
asnV,0.0, , , , , , , , , , , , , , , 
yoeA,-1.00281, , , , , , , , , , , , , , , 
yoeE,-1.52644, , , , , , , , , , , , , , , 
yeeP,0.0, , , , , , , , , , , , , , , 
isrC,-1.75639, , , , , , , , , , , , , , , 
flu,0.0, , , , , , , , , , , , , , , 
yeeR,-0.65248,0.0,0.515591,0.303653,-0.926574,-1.19892, , , , , , , , , , 
yoeF,-0.818817, , , , , , , , , , , , , , , 
sbcB,0.258407, , , , , , , , , , , , , , , 
hisL,0.0,-6.02826,-5.57079,0.33826,0.0,0.0,0.0,-1.25567,0.552422, , , , , , , 
yegH,0.0, , , , , , , , , , , , , , , 
yegE,0.0, , , , , , , , , , , , , , , 
yegD,-2.19705, , , , , , , , , , , , , , , 
yegJ,0.0, , , , , , , , , , , , , , , 
sibA,-6.71947, , , , , , , , , , , , , , , 
sibB,0.0, , , , , , , , , , , , , , , 
mdtA,0.0,-3.51097,0.236012,0.0,-1.82387,0.349061, , , , , , , , , , 
yegP,0.0, , , , , , , , , , , , , , , 
yegQ,0.0, , , , , , , , , , , , , , , 
cyaR,-4.65324, , , , , , , , , , , , , , , 
yegS,0.0,0.0, , , , , , , , , , , , , , 
insE-5,0.0,0.0, , , , , , , , , , , , , , 
yegT,-2.15772,0.0,0.0, , , , , , , , , , , , , 
rcnA,0.0,-0.800449, , , , , , , , , , , , , , 
metG,-8.13967, , , , , , , , , , , , , , , 
molR_1,0.559931, , , , , , , , , , , , , , , 
molR_2,0.0, , , , , , , , , , , , , , , 
molR_3,0.413278,-0.814465, , , , , , , , , , , , , , 
yehK,-0.62761, , , , , , , , , , , , , , , 
yehL,0.368263,-2.84405,0.0,0.517167, , , , , , , , , , , , 
yehR,0.0, , , , , , , , , , , , , , , 
mlrA,0.0, , , , , , , , , , , , , , , 
yohO,-0.928719, , , , , , , , , , , , , , , 
dld,0.0, , , , , , , , , , , , , , , 
yohD,-0.375722, , , , , , , , , , , , , , , 
yohP,0.0, , , , , , , , , , , , , , , 
yohJ,-0.608017,0.0, , , , , , , , , , , , , , 
cdd,-0.57342, , , , , , , , , , , , , , , 
sanA,0.373706,-1.2043, , , , , , , , , , , , , , 
preT,0.0,0.622586, , , , , , , , , , , , , , 
yeiG,-1.38474, , , , , , , , , , , , , , , 
yeiH,0.0, , , , , , , , , , , , , , , 
nfo,0.0, , , , , , , , , , , , , , , 
yeiI,0.0, , , , , , , , , , , , , , , 
yeiL,0.0, , , , , , , , , , , , , , , 
setB,0.0, , , , , , , , , , , , , , , 
yeiP,0.512835, , , , , , , , , , , , , , , 
yeiQ,-0.445545, , , , , , , , , , , , , , , 
yeiR,-0.702125,-0.367195, , , , , , , , , , , , , , 
mepS,0.845966, , , , , , , , , , , , , , , 
rtn,0.312801, , , , , , , , , , , , , , , 
yejA,-4.03797,0.342416,0.0,0.0, , , , , , , , , , , , 
yejH,0.715756, , , , , , , , , , , , , , , 
rplY,-7.99579, , , , , , , , , , , , , , , 
yejL,-8.89235,-5.25273, , , , , , , , , , , , , , 
proL,0.0, , , , , , , , , , , , , , , 
b2191,0.0, , , , , , , , , , , , , , , 
narP,0.0, , , , , , , , , , , , , , , 
yojO,-3.80567, , , , , , , , , , , , , , , 
eco,0.0, , , , , , , , , , , , , , , 
micF,-0.792708, , , , , , , , , , , , , , , 
rcsD,0.0,-1.15376, , , , , , , , , , , , , , 
atoS,0.0,0.300488, , , , , , , , , , , , , , 
atoD,-0.287692,-1.46871,0.375973,0.445619, , , , , , , , , , , , 
ubiG,0.0, , , , , , , , , , , , , , , 
nrdA,0.318317,0.243962,0.0, , , , , , , , , , , , , 
yfaH,0.0, , , , , , , , , , , , , , , 
glpA,0.0,-3.15877,0.640247, , , , , , , , , , , , , 
yfaD,0.0,0.0, , , , , , , , , , , , , , 
nudI,0.340757, , , , , , , , , , , , , , , 
arnB,0.0,-0.511623,-0.295026,-0.404681,0.353138,0.0,0.0, , , , , , , , , 
rbn,0.0, , , , , , , , , , , , , , , 
elaD,0.0, , , , , , , , , , , , , , , 
yfbL,0.0, , , , , , , , , , , , , , , 
yfbM,0.0, , , , , , , , , , , , , , , 
yfbO,0.0, , , , , , , , , , , , , , , 
yfbP,0.0305395, , , , , , , , , , , , , , , 
alaA,-0.6521,0.0, , , , , , , , , , , , , , 
ackA,-2.96688,-7.26006, , , , , , , , , , , , , , 
yfcC,0.393013, , , , , , , , , , , , , , , 
yfcG,0.0, , , , , , , , , , , , , , , 
folX,0.0,0.0, , , , , , , , , , , , , , 
flk,-1.21329, , , , , , , , , , , , , , , 
mnmC,-2.07651, , , , , , , , , , , , , , , 
smrB,0.0, , , , , , , , , , , , , , , 
fadL,0.250524, , , , , , , , , , , , , , , 
yfdF,0.0, , , , , , , , , , , , , , , 
yfdC,0.0, , , , , , , , , , , , , , , 
argW,-1.20211, , , , , , , , , , , , , , , 
intS,0.0, , , , , , , , , , , , , , , 
yfdG,0.0,0.0,-5.72907, , , , , , , , , , , , , 
tfaS,0.0, , , , , , , , , , , , , , , 
yfdP,0.0,0.0, , , , , , , , , , , , , , 
yfdR,0.51998,0.0,0.0, , , , , , , , , , , , , 
ypdJ,0.0, , , , , , , , , , , , , , , 
torI,-1.24757, , , , , , , , , , , , , , , 
dsdX,-3.29144,-0.377716, , , , , , , , , , , , , , 
evgA,-0.107962,0.352959, , , , , , , , , , , , , , 
ypdI,0.0, , , , , , , , , , , , , , , 
lpxP,0.0, , , , , , , , , , , , , , , 
ypdK,-0.603257, , , , , , , , , , , , , , , 
ypdA,0.0,0.291356,0.0, , , , , , , , , , , , , 
yfeO,0.0, , , , , , , , , , , , , , , 
ypeC,0.0, , , , , , , , , , , , , , , 
nupC,-0.696615, , , , , , , , , , , , , , , 
insL-3,0.0, , , , , , , , , , , , , , , 
yfeC,0.0,0.975493, , , , , , , , , , , , , , 
valU,0.0,0.0,0.0,-1.24918, , , , , , , , , , , , 
yfeN,-2.3714, , , , , , , , , , , , , , , 
yfeH,0.0, , , , , , , , , , , , , , , 
cysZ,-3.0006, , , , , , , , , , , , , , , 
cysK,0.0, , , , , , , , , , , , , , , 
ptsH,-1.03795,-1.04673,-0.656921, , , , , , , , , , , , , 
yfeK,0.0,-3.98904, , , , , , , , , , , , , , 
murQ,-0.941541,-0.604091,0.260418, , , , , , , , , , , , , 
amiA,-0.673861,0.0, , , , , , , , , , , , , , 
intZ,0.0, , , , , , , , , , , , , , , 
yffL,-1.4438, , , , , , , , , , , , , , , 
yffM,0.0,0.0, , , , , , , , , , , , , , 
yffO,0.0,0.0, , , , , , , , , , , , , , 
yffQ,0.415895,0.384921, , , , , , , , , , , , , , 
yffS,0.0, , , , , , , , , , , , , , , 
talA,0.0,0.0, , , , , , , , , , , , , , 
narQ,0.0, , , , , , , , , , , , , , , 
acrD,-0.284709, , , , , , , , , , , , , , , 
yffB,-4.38035,-2.60645,0.292893, , , , , , , , , , , , , 
gcvR,-1.29677, , , , , , , , , , , , , , , 
bcp,-0.919882, , , , , , , , , , , , , , , 
hyfA,0.318497,-0.328945,0.0,-1.64708,0.914995,-0.586429,0.787534,0.0,0.0,-0.998234,0.498805,-8.0018, , , , 
yfgC,0.528993,0.298168, , , , , , , , , , , , , , 
purM,0.0,-1.25929, , , , , , , , , , , , , , 
ppk,-0.641221,-0.248861, , , , , , , , , , , , , , 
yfgG,0.0, , , , , , , , , , , , , , , 
yfgH,0.0,-0.236077, , , , , , , , , , , , , , 
xseA,-0.0318068, , , , , , , , , , , , , , , 
sseA,0.0, , , , , , , , , , , , , , , 
IS128,0.341033, , , , , , , , , , , , , , , 
ryfA,0.268826, , , , , , , , , , , , , , , 
suhB,-4.69661, , , , , , , , , , , , , , , 
yfhR,0.0, , , , , , , , , , , , , , , 
csiE,0.0, , , , , , , , , , , , , , , 
hcaE,0.0,0.0,0.360283,0.460394,0.426761, , , , , , , , , , , 
yphA,0.0, , , , , , , , , , , , , , , 
yphH,0.804102, , , , , , , , , , , , , , , 
hmp,0.0, , , , , , , , , , , , , , , 
mltF,-0.908883, , , , , , , , , , , , , , , 
yfhH,0.0, , , , , , , , , , , , , , , 
yfhL,-0.339188, , , , , , , , , , , , , , , 
ohsC,-3.79278, , , , , , , , , , , , , , , 
nadB,0.0, , , , , , , , , , , , , , , 
srmB,-1.89287, , , , , , , , , , , , , , , 
eamB,0.0, , , , , , , , , , , , , , , 
ung,0.349315, , , , , , , , , , , , , , , 
trxC,0.0, , , , , , , , , , , , , , , 
yfiP,-9.30252,0.0, , , , , , , , , , , , , , 
pssA,-4.12589, , , , , , , , , , , , , , , 
yfiM,0.309514, , , , , , , , , , , , , , , 
bamD,-3.24432, , , , , , , , , , , , , , , 
raiA,0.0, , , , , , , , , , , , , , , 
pheL,0.0,0.38842, , , , , , , , , , , , , , 
yfiL,-0.521002, , , , , , , , , , , , , , , 
yfiR,0.366607,-0.652272,-1.64992, , , , , , , , , , , , , 
ypjD,0.320956, , , , , , , , , , , , , , , 
yfjD,-6.21501, , , , , , , , , , , , , , , 
nadK,-6.46369, , , , , , , , , , , , , , , 
recN,-0.304507, , , , , , , , , , , , , , , 
bamE,0.410581, , , , , , , , , , , , , , , 
smpB,-4.66398, , , , , , , , , , , , , , , 
ssrA,-4.97539, , , , , , , , , , , , , , , 
intA,0.703024, , , , , , , , , , , , , , , 
alpA,-6.67109, , , , , , , , , , , , , , , 
yfjI,-1.23499, , , , , , , , , , , , , , , 
yfjJ,1.34958, , , , , , , , , , , , , , , 
rnlA,0.0,0.0, , , , , , , , , , , , , , 
yfjP,-0.560192,-0.458886, , , , , , , , , , , , , , 
yfjR,0.0,0.543675,0.0,-0.395669, , , , , , , , , , , , 
yfjW,0.0, , , , , , , , , , , , , , , 
yfjX,0.879715,0.0,0.315048,0.0,0.0, , , , , , , , , , , 
b2651,0.0, , , , , , , , , , , , , , , 
ygaQ_1,0.0,-3.73898, , , , , , , , , , , , , , 
ygaQ_3,0.0, , , , , , , , , , , , , , , 
ygaQ_4,0.0, , , , , , , , , , , , , , , 
csiD,0.0,0.426047,0.0,0.0,0.469337, , , , , , , , , , , 
csiR,0.0, , , , , , , , , , , , , , , 
ygaV,0.0,0.550003, , , , , , , , , , , , , , 
alaE,0.0, , , , , , , , , , , , , , , 
ygaM,0.0, , , , , , , , , , , , , , , 
nrdH,0.385057,0.481741,0.0,0.0, , , , , , , , , , , , 
proV,0.354697,-0.510682,0.315251, , , , , , , , , , , , , 
ygaX,0.265683,0.0, , , , , , , , , , , , , , 
ygaZ,0.0,-0.924452, , , , , , , , , , , , , , 
mprA,0.683006,0.489176,-0.545424, , , , , , , , , , , , , 
micA,0.0, , , , , , , , , , , , , , , 
srlA,-0.29287,-4.64283,0.209227,-1.26754,0.0,-0.594942,-2.21609, , , , , , , , , 
norV,0.0,0.833338, , , , , , , , , , , , , , 
C0664,0.0, , , , , , , , , , , , , , , 
ascF,0.0,0.0, , , , , , , , , , , , , , 
hypA,0.0,0.0,0.0,0.0,0.0,-0.424013, , , , , , , , , , 
mutS,0.0, , , , , , , , , , , , , , , 
pphB,0.0, , , , , , , , , , , , , , , 
ygbJ,0.0,0.286779, , , , , , , , , , , , , , 
ygbL,0.0,0.0, , , , , , , , , , , , , , 
ygbN,0.0, , , , , , , , , , , , , , , 
iap,0.0, , , , , , , , , , , , , , , 
sokX,0.0, , , , , , , , , , , , , , , 
queD,-5.03216, , , , , , , , , , , , , , , 
ygcN,0.454022,0.0,0.0, , , , , , , , , , , , , 
yqcE,0.0,0.0, , , , , , , , , , , , , , 
yqcG,3.99579, , , , , , , , , , , , , , , 
ygcG,0.0, , , , , , , , , , , , , , , 
barA,0.649194, , , , , , , , , , , , , , , 
queF,-0.03005, , , , , , , , , , , , , , , 
ygdH,0.0, , , , , , , , , , , , , , , 
sdaC,0.382076,-1.46419, , , , , , , , , , , , , , 
ygdG,0.0, , , , , , , , , , , , , , , 
fucP,-1.70358,-0.330753,-4.86336,0.90494,0.0, , , , , , , , , , , 
gcvB,-0.875668, , , , , , , , , , , , , , , 
csdA,0.300047,0.467014, , , , , , , , , , , , , , 
metZ,0.0,-1.7366,0.0, , , , , , , , , , , , , 
argA,0.0, , , , , , , , , , , , , , , 
mutH,-0.570228, , , , , , , , , , , , , , , 
ygdQ,-0.386027, , , , , , , , , , , , , , , 
ygdR,0.409191, , , , , , , , , , , , , , , 
tas,0.0, , , , , , , , , , , , , , , 
galR,0.634841, , , , , , , , , , , , , , , 
lysR,-1.16951, , , , , , , , , , , , , , , 
yqeG,0.0, , , , , , , , , , , , , , , 
yqeH,0.0, , , , , , , , , , , , , , , 
yqeI,1.11301,0.0, , , , , , , , , , , , , , 
ygeF,0.0, , , , , , , , , , , , , , , 
ygeG,-5.19502, , , , , , , , , , , , , , , 
ygeH,0.540235, , , , , , , , , , , , , , , 
ygeI,0.0, , , , , , , , , , , , , , , 
pbl,0.87793, , , , , , , , , , , , , , , 
xdhA,-0.807814,-1.07815,-2.41762, , , , , , , , , , , , , 
ygeW,-1.0958, , , , , , , , , , , , , , , 
ygeX,0.26517, , , , , , , , , , , , , , , 
ygeY,0.0, , , , , , , , , , , , , , , 
hyuA,0.0, , , , , , , , , , , , , , , 
yqeA,0.294146, , , , , , , , , , , , , , , 
mocA,0.0, , , , , , , , , , , , , , , 
ygfK,-0.458339,0.0, , , , , , , , , , , , , , 
ygfM,-0.79231,0.594752, , , , , , , , , , , , , , 
xanQ,-0.469743,-2.23961,0.0, , , , , , , , , , , , , 
uacT,0.320248, , , , , , , , , , , , , , , 
yqfG,0.0, , , , , , , , , , , , , , , 
idi,0.0, , , , , , , , , , , , , , , 
fldB,0.0, , , , , , , , , , , , , , , 
ygfZ,0.0, , , , , , , , , , , , , , , 
bglA,0.0, , , , , , , , , , , , , , , 
zapA,0.0, , , , , , , , , , , , , , , 
ssrS,0.0,-0.525101, , , , , , , , , , , , , , 
sibC,-0.575256, , , , , , , , , , , , , , , 
argP,0.396386, , , , , , , , , , , , , , , 
scpA,0.0,0.0,-1.18576,-0.943002, , , , , , , , , , , , 
loiP,0.448269, , , , , , , , , , , , , , , 
yqgC,0.0, , , , , , , , , , , , , , , 
metK,-5.99428, , , , , , , , , , , , , , , 
galP,0.498006, , , , , , , , , , , , , , , 
yggI,0.301413, , , , , , , , , , , , , , , 
endA,0.0, , , , , , , , , , , , , , , 
rsmE,0.4512,0.0, , , , , , , , , , , , , , 
yqgE,-8.60375,-7.27632, , , , , , , , , , , , , , 
yggS,0.0,-0.394616,-0.639518,-0.856498,-0.413473, , , , , , , , , , , 
mutY,0.0,0.0,0.0,-2.19996, , , , , , , , , , , , 
yqgA,0.0, , , , , , , , , , , , , , , 
pheV,0.0, , , , , , , , , , , , , , , 
C0719,0.0, , , , , , , , , , , , , , , 
glcC,0.0, , , , , , , , , , , , , , , 
insH-9,0.0, , , , , , , , , , , , , , , 
yghT,0.0, , , , , , , , , , , , , , , 
yghU,0.0, , , , , , , , , , , , , , , 
yghZ,-0.295271, , , , , , , , , , , , , , , 
yghA,-0.439735, , , , , , , , , , , , , , , 
metC,0.0, , , , , , , , , , , , , , , 
yghB,-1.52841, , , , , , , , , , , , , , , 
yqhD,-0.888383,-0.769024, , , , , , , , , , , , , , 
yqhG,0.0, , , , , , , , , , , , , , , 
yqhH,0.0, , , , , , , , , , , , , , , 
qseB,-0.115083,0.562589, , , , , , , , , , , , , , 
mdaB,0.0, , , , , , , , , , , , , , , 
ygiN,0.0, , , , , , , , , , , , , , , 
tolC,-1.33651,-1.35759,0.0,0.0, , , , , , , , , , , , 
zupT,-6.80094, , , , , , , , , , , , , , , 
yqiC,0.0, , , , , , , , , , , , , , , 
ygiL,-0.775903, , , , , , , , , , , , , , , 
insC-5,0.0,0.0,0.0,-8.58115,-5.01556,0.0, , , , , , , , , , 
yqiJ,-1.16703,-4.80774, , , , , , , , , , , , , , 
ibsD,0.0, , , , , , , , , , , , , , , 
ibsE,0.0, , , , , , , , , , , , , , , 
ygiM,0.0,-2.70831, , , , , , , , , , , , , , 
ygiH,0.0, , , , , , , , , , , , , , , 
ttdA,-1.14048,0.333681,-0.108853, , , , , , , , , , , , , 
rpsU,-7.95154,-7.64686,-5.73855, , , , , , , , , , , , , 
ileX,0.0, , , , , , , , , , , , , , , 
yqjI,0.0, , , , , , , , , , , , , , , 
patA,0.0, , , , , , , , , , , , , , , 
ebgR,-0.283732, , , , , , , , , , , , , , , 
ebgA,0.0,0.28048, , , , , , , , , , , , , , 
ygjI,0.2682, , , , , , , , , , , , , , , 
ygjJ,0.0,-0.081965, , , , , , , , , , , , , , 
fadH,0.0, , , , , , , , , , , , , , , 
ygjP,0.419125, , , , , , , , , , , , , , , 
ygjQ,0.0, , , , , , , , , , , , , , , 
ygjR,0.412529, , , , , , , , , , , , , , , 
sraF,0.38623, , , , , , , , , , , , , , , 
alx,-4.06958, , , , , , , , , , , , , , , 
sstT,-0.372928, , , , , , , , , , , , , , , 
exuT,0.0, , , , , , , , , , , , , , , 
exuR,-0.360832, , , , , , , , , , , , , , , 
yqjA,-0.815789,-0.578914, , , , , , , , , , , , , , 
yqjC,-5.37339,-1.17593,0.374898,0.0, , , , , , , , , , , , 
yqjF,-0.506211, , , , , , , , , , , , , , , 
yqjG,-7.4294, , , , , , , , , , , , , , , 
yhaH,0.0, , , , , , , , , , , , , , , 
yhaI,-0.509342, , , , , , , , , , , , , , , 
yhaK,-2.78569,-4.6779, , , , , , , , , , , , , , 
tdcR,0.0, , , , , , , , , , , , , , , 
yhaB,0.0,0.0, , , , , , , , , , , , , , 
garD,0.429623, , , , , , , , , , , , , , , 
prlF,0.0,0.0, , , , , , , , , , , , , , 
kbaZ,0.0,0.0,0.0,0.0, , , , , , , , , , , , 
agaS,0.28937,0.0,0.513999,0.0,-0.269262,0.0, , , , , , , , , , 
yraH,0.0, , , , , , , , , , , , , , , 
yraI,0.0,0.0,0.0, , , , , , , , , , , , , 
lpoA,-0.595386, , , , , , , , , , , , , , , 
yraN,-0.297442, , , , , , , , , , , , , , , 
diaA,-1.44861, , , , , , , , , , , , , , , 
yraP,-0.356524, , , , , , , , , , , , , , , 
yhbO,0.460039, , , , , , , , , , , , , , , 
yhbQ,0.0, , , , , , , , , , , , , , , 
yhbU,-0.351465,0.0, , , , , , , , , , , , , , 
yhbW,0.0, , , , , , , , , , , , , , , 
psrO,-1.31213, , , , , , , , , , , , , , , 
argG,0.292848, , , , , , , , , , , , , , , 
yhbY,-0.451822, , , , , , , , , , , , , , , 
dacB,0.0, , , , , , , , , , , , , , , 
ispB,-0.753697, , , , , , , , , , , , , , , 
sfsB,0.0, , , , , , , , , , , , , , , 
yrbG,0.0,-2.11877,-9.17816,-7.98283,-5.67537,-5.54618,-0.876773,-0.971991,-0.973443,-0.373991,0.315502, , , , , 
yrbL,-0.5112, , , , , , , , , , , , , , , 
yrbL3',0.0, , , , , , , , , , , , , , , 
arcZ,0.0, , , , , , , , , , , , , , , 
gltB,0.0,0.270123,0.22727, , , , , , , , , , , , , 
yhcA,0.698027,0.0,0.0, , , , , , , , , , , , , 
ychE_2,-2.82408,0.0, , , , , , , , , , , , , , 
yhcG,0.0, , , , , , , , , , , , , , , 
dcuD,0.261345, , , , , , , , , , , , , , , 
yhcB,-0.938077, , , , , , , , , , , , , , , 
degQ,0.0,-2.90428, , , , , , , , , , , , , , 
argR,-1.27739, , , , , , , , , , , , , , , 
